chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
100.0,100.0,152551,0,0,-2,2,0,3,0.5,0.5,1,Jefferson,0.5,206,False,,2024-10-27T22:00:06.083970Z,48,152551.jpg,1.2,Lerma Solís,0.0,False,,a,7,31,10,3895,6,7061,3,0.1,2.1,Lerma,48.0,440,0,0,1,6,0,0,0,3,0,0,0,53,55.4,56.2,18.0,13.0,5,0.12,0.40,0.52,6.37,288,133,210,131,283,157,283,138,,,,,,,0.02,0.0,0.08,0.1,1.3,1.23,297,198,311,150,339,165,522,204,1.02,0.2
,,231747,0,0,-2,2,1,4,4.2,4.2,5,Jean-Philippe,4.2,207,False,,,73,231747.jpg,3.3,Mateta,2.7,False,,a,7,31,40,418722,312,755951,734,0.6,5.5,Mateta,73.0,842,3,1,1,14,0,0,0,1,0,0,6,143,122.2,114.4,186.0,41.9,10,3.32,0.56,3.88,15.35,182,20,121,9,48,18,93,18,,,,,1.0,,0.35,0.0,0.06,0.41,1.64,1.5,20,8,29,10,90,19,111,17,1.07,0.11
0.0,0.0,536694,0,0,-1,1,0,3,0.0,0.0,0,Matheus,0.0,208,False,Groin Injury - Expected back 04 Jan,2024-09-27T15:30:06.533416Z,44,536694.jpg,0.0,França de Oliveira,0.5,False,,i,7,31,0,120717,10,89379,214,0.0,0.0,M.França,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,548,224,545,229,521,218,551,227,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,523,304,506,190,556,230,266,86,0.0,0.0
,,169593,0,0,0,0,0,1,0.0,0.0,0,Remi,0.0,209,False,,,40,169593.jpg,0.0,Matthews,0.6,False,,a,7,31,0,17514,8,57284,45,0.0,0.0,Matthews,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,463,40,447,21,408,12,466,40,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,598,50,394,32,472,40,245,35,0.0,0.0
,,244723,0,0,-1,1,0,2,2.0,2.0,0,Tyrick,2.0,210,False,,,49,244723.jpg,2.2,Mitchell,1.6,False,,a,7,31,26,90982,327,172380,348,0.4,5.3,Mitchell,241.0,1030,0,1,2,17,0,0,0,1,0,0,0,133,187.4,180.6,53.0,42.3,12,0.37,1.19,1.56,18.76,97,34,56,9,190,44,90,18,,,,,,,0.03,0.0,0.1,0.13,1.64,1.49,273,28,160,50,202,67,166,62,1.05,0.17
100.0,100.0,247348,0,0,-2,2,0,2,2.5,2.5,1,Daniel,2.5,211,False,,2024-10-05T18:00:07.079825Z,48,247348.jpg,2.2,Muñoz,1.6,False,,a,7,31,26,113535,222,377902,214,0.5,5.4,Muñoz,48.0,994,0,2,2,17,0,0,0,4,0,0,0,107,184.6,159.8,138.0,48.3,12,1.33,0.65,1.98,18.19,101,36,65,13,81,8,68,12,,,,,,,0.12,0.0,0.06,0.18,1.65,1.54,315,37,106,30,201,66,156,57,1.09,0.18
0.0,0.0,531989,0,0,0,0,0,3,0.0,0.0,0,David,0.0,212,False,Season long loan to Derby County,2024-07-26T08:51:53.649693Z,45,531989.jpg,0.0,Ozoh,0.0,False,,u,7,31,0,0,0,280,0,0.0,0.0,Ozoh,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,602,262,601,267,583,258,605,265,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,447,274,566,232,610,268,672,305,0.0,0.0
0.0,0.0,450542,0,0,0,0,0,3,0.0,0.0,0,Jesurun,0.0,213,False,Loaned to Sheffield United,2024-08-20T12:16:48.741122Z,45,450542.jpg,0.0,Rak-Sakyi,0.0,False,,u,7,31,0,755,0,18478,10,0.0,0.0,Rak-Sakyi,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,573,239,571,244,550,234,576,242,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,399,240,533,206,581,245,537,213,0.0,0.0
,,86417,0,0,-3,3,0,3,0.8,0.8,1,Jeffrey,0.8,214,False,,,47,86417.jpg,1.0,Schlupp,0.1,False,,a,7,31,9,6889,16,11441,21,0.2,1.9,Schlupp,81.0,79,0,0,0,2,0,0,0,0,0,0,0,34,18.6,30.6,27.0,7.5,0,0.13,0.08,0.21,1.50,356,169,269,159,242,136,328,161,,,,,,,0.15,0.0,0.09,0.24,1.71,2.28,331,217,275,128,388,188,476,176,0.0,0.0
100.0,100.0,55494,0,0,-2,2,0,2,0.0,0.0,0,Joel,0.0,215,False,,2024-11-01T16:30:07.610599Z,43,55494.jpg,0.0,Ward,0.1,False,,a,7,31,0,2609,9,9387,7,0.0,0.0,Ward,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,524,197,511,196,479,185,527,197,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,531,119,463,181,533,196,451,162,0.0,0.0
0.0,0.0,496221,0,0,-3,3,0,3,0.0,0.0,0,Adam,0.8,216,False,Groin Injury - Expected back 07 Dec,2024-11-01T16:30:07.622710Z,47,496221.jpg,1.9,Wharton,0.2,False,,i,7,31,15,18214,2,47067,72,0.2,3.2,Wharton,241.0,621,0,0,1,9,0,0,0,0,0,0,0,104,112.6,131.4,53.0,29.7,8,0.22,0.60,0.82,9.39,193,75,99,74,189,112,170,92,4.0,,,,,,0.03,0.0,0.09,0.12,1.36,1.3,343,223,277,130,244,111,367,129,1.16,0.14
100.0,100.0,224068,0,0,0,0,0,1,0.0,0.0,0,Matt,0.0,445,False,,2024-10-05T17:30:07.013947Z,40,224068.jpg,0.0,Turner,11.8,False,,a,7,31,0,213336,145,813801,919,0.0,0.0,Turner,229.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,476,46,460,27,421,18,479,46,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,616,56,407,38,483,46,37,6,0.0,0.0
,,232185,0,0,-3,3,1,3,4.2,4.2,10,Ismaïla,4.2,585,False,,,57,232185.jpg,2.3,Sarr,0.2,False,,a,7,31,28,20864,931,35805,49,0.7,4.9,I.Sarr,189.0,565,1,2,1,8,0,0,0,1,0,0,0,119,53.0,128.1,198.0,37.9,5,1.84,1.34,3.18,9.80,293,137,103,77,43,27,112,68,,,,,,,0.29,0.0,0.21,0.5,1.56,1.27,95,59,28,12,192,84,345,121,0.8,0.16
25.0,25.0,574398,0,0,0,0,0,3,0.0,0.0,0,Franco,0.0,644,False,Hamstring injury - 25% chance of playing,2024-11-13T09:30:08.263810Z,45,574398.jpg,0.0,Umeh-Chibueze,0.0,False,,d,7,31,0,4305,2,2760,19,0.0,0.0,Umeh-Chibueze,104.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,616,274,615,279,597,270,619,277,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,462,287,580,244,623,279,574,237,0.0,0.0
,,489706,0,0,0,0,0,3,2.2,2.2,7,Justin,2.2,645,False,,,45,489706.jpg,4.5,Devenny,0.0,False,,a,7,31,9,2071,435,874,20,0.5,2.0,Devenny,242.0,146,1,0,0,2,0,0,0,0,0,0,0,38,10.4,23.3,3.0,3.7,2,0.38,0.14,0.52,4.21,387,187,288,166,361,198,371,183,,,,,,,0.23,0.0,0.09,0.32,2.6,1.23,418,249,125,51,27,12,605,260,1.23,0.0
,,579075,0,0,0,0,0,3,0.2,0.2,0,Asher,0.2,646,False,,,45,579075.jpg,1.0,Agbinone,0.0,False,,a,7,31,2,6914,12,3592,17,0.0,0.4,Agbinone,241.0,4,0,0,0,0,0,0,0,0,0,0,0,4,4.0,10.6,1.0,1.5,0,0.02,0.01,0.03,0.00,421,207,338,193,383,210,416,206,,,,,,,0.45,0.0,0.22,0.67,0.0,0.0,467,289,348,166,384,184,525,206,0.0,0.0
,,530318,0,0,0,0,0,3,0.0,0.0,0,Kaden,0.0,647,False,,,45,530318.jpg,0.0,Rodney,0.0,False,,a,7,31,0,3168,6,1876,4,0.0,0.0,Rodney,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,600,261,599,266,581,257,603,264,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,445,273,564,231,608,267,580,243,0.0,0.0
,,437499,0,0,0,0,0,2,1.8,1.8,1,Maxence,1.8,650,False,,,45,437499.jpg,2.3,Lacroix,0.1,False,,a,7,31,21,18016,69,8709,53,0.4,4.7,Lacroix,73.0,810,0,1,2,12,0,0,0,3,0,0,0,98,150.6,38.9,20.0,21.0,9,0.35,0.40,0.75,14.10,145,58,253,75,269,81,239,77,,,,,,,0.04,0.0,0.04,0.08,1.57,1.33,393,76,175,55,189,59,408,148,1.0,0.22
,,590012,0,0,0,0,0,2,0.2,0.2,0,Caleb,0.2,666,False,,,40,590012.jpg,1.0,Kporha,0.0,False,,a,7,31,1,1476,10,666,5,0.0,0.2,Kporha,241.0,1,0,0,0,0,0,0,0,0,0,0,0,4,2.0,4.1,0.0,0.6,0,0.00,0.02,0.02,0.00,436,149,373,125,468,179,432,147,,,,,,,0.0,0.0,1.8,1.8,0.0,0.0,665,211,334,113,363,124,602,203,0.0,0.0
,,576980,0,0,0,0,0,4,0.0,0.0,0,Zach,0.0,676,False,,,45,576980.jpg,0.0,Marsh,0.1,False,,a,7,31,0,13624,517,1695,122,0.0,0.0,Marsh,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,619,54,618,54,600,54,622,54,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,465,74,583,54,626,58,422,60,0.0,0.0
0.0,0.0,440323,0,0,-1,1,0,4,0.0,0.0,0,Armando,0.0,156,False,Lack of match fitness - Unknown return date,2024-09-08T23:00:06.640099Z,54,440323.jpg,0.0,Broja,0.1,False,,i,8,11,0,6509,3,12593,11,0.0,0.0,Broja,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,666,68,665,68,662,68,666,68,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,140,40,656,68,666,69,507,65,0.0,0.0
100.0,100.0,121599,0,0,-4,4,0,3,2.0,2.0,3,Abdoulaye,2.0,217,False,,2024-11-01T10:30:06.244300Z,51,121599.jpg,2.2,Doucouré,0.2,False,,a,8,11,22,14518,53,46029,32,0.4,4.3,A.Doucoure,132.0,720,0,0,4,10,0,0,0,0,0,0,0,91,72.2,117.5,47.0,23.6,9,0.46,0.23,0.69,12.03,257,114,117,86,203,118,212,107,,,,,,,0.06,0.0,0.03,0.09,1.5,1.25,177,110,163,72,207,91,373,133,1.12,0.5
,,486385,0,0,0,0,0,4,2.5,2.5,1,Norberto Bercique,2.5,218,False,,,50,486385.jpg,1.8,Gomes Betuncal,0.6,False,,a,8,11,14,106073,215,98196,355,0.5,2.8,Beto,90.0,113,1,0,0,5,0,0,0,0,0,0,2,42,41.2,0.3,66.0,10.7,0,1.46,0.00,1.46,2.53,316,32,416,44,162,32,305,33,,,,,,,1.16,0.0,0.0,1.16,2.02,3.98,226,50,110,20,267,32,236,40,0.0,0.0
100.0,75.0,480455,0,0,-2,2,0,2,3.5,2.6,6,Jarrad,3.5,219,False,,2024-11-14T10:00:08.223634Z,48,480455.jpg,3.2,Branthwaite,0.8,False,,a,8,11,16,28163,257,180089,136,0.7,3.3,Branthwaite,241.0,276,0,0,2,1,0,0,0,0,0,0,0,70,43.2,2.9,0.0,4.6,3,0.03,0.04,0.07,2.87,311,108,383,131,620,220,364,119,,,,,,,0.01,0.0,0.01,0.02,0.94,0.33,326,41,54,15,95,25,226,84,0.98,0.65
100.0,100.0,177815,0,0,-3,3,1,4,2.0,2.0,2,Dominic,2.0,220,False,,2024-09-18T19:30:06.748871Z,57,177815.jpg,3.1,Calvert-Lewin,2.7,False,,a,8,11,37,893895,118,831435,4703,0.4,6.5,Calvert-Lewin,241.0,988,2,1,5,12,0,0,0,1,0,0,3,97,133.0,73.2,322.0,52.7,12,3.79,0.52,4.31,14.79,170,19,167,19,17,10,58,14,,,,,1.0,,0.35,0.0,0.05,0.4,1.35,1.09,94,28,169,26,111,20,112,18,1.09,0.46
0.0,0.0,59949,0,0,-2,2,0,2,0.0,0.0,0,Séamus,0.0,221,False,Hamstring injury - Unknown return date,2024-11-07T23:00:07.780654Z,43,59949.jpg,1.0,Coleman,0.0,False,,i,8,11,1,2550,1,5219,12,0.0,0.2,Coleman,104.0,90,0,0,0,3,0,0,0,0,0,0,0,-1,16.6,1.1,21.0,3.9,1,0.62,0.01,0.63,2.22,366,128,398,139,263,79,370,122,,,,,,,0.62,0.0,0.01,0.63,2.22,3.0,533,120,465,182,365,126,562,194,1.0,0.0
100.0,100.0,80801,0,0,-1,1,0,3,2.2,2.2,3,Idrissa,2.2,222,False,,2024-09-19T14:30:05.586621Z,49,80801.jpg,2.0,Gueye,0.1,False,,a,8,11,22,5823,12,8303,17,0.4,4.5,Gana,189.0,823,0,0,3,14,0,0,0,1,0,0,0,113,97.0,76.7,51.0,22.5,9,0.81,0.67,1.48,13.16,219,92,164,107,194,113,215,109,,,,,,,0.09,0.0,0.07,0.16,1.44,1.53,244,157,126,52,230,102,503,193,0.98,0.33
0.0,0.0,232928,0,0,-1,1,0,3,0.0,0.0,0,James,0.0,223,False,Back injury - Unknown return date,2024-10-17T14:00:07.870350Z,49,232928.jpg,1.8,Garner,0.0,False,,i,8,11,7,1046,0,2648,2,0.0,1.4,Garner,241.0,251,0,0,1,4,0,0,0,1,0,0,0,36,54.0,20.9,5.0,7.9,2,0.05,0.05,0.10,4.49,290,135,296,170,346,190,326,160,,,2.0,,,,0.02,0.0,0.02,0.04,1.61,1.43,272,178,618,268,265,120,616,269,0.72,0.36
100.0,100.0,221399,0,0,-2,2,0,3,1.0,1.0,0,Jack,1.0,224,False,,2024-09-19T14:30:05.601507Z,53,221399.jpg,2.0,Harrison,0.1,False,,a,8,11,22,13263,10,19826,32,0.2,4.2,Harrison,241.0,623,0,1,2,12,0,0,0,0,0,0,0,77,70.6,125.0,95.0,28.5,7,1.18,0.84,2.02,12.20,261,116,109,80,116,74,182,97,,,,,,,0.17,0.0,0.12,0.29,1.76,1.73,154,90,251,117,234,106,415,149,1.01,0.29
0.0,0.0,194164,0,0,0,0,0,2,0.0,0.0,0,Mason,0.0,225,False,Loaned to West Bromwich Albion,2024-08-31T08:24:25.909228Z,40,194164.jpg,1.0,Holgate,0.2,False,,u,8,11,1,11786,0,44622,29,0.0,0.2,Holgate,,5,0,0,0,1,0,0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.07,465,160,449,159,410,141,468,160,,,,,,,0.0,0.0,0.0,0.0,1.26,18.0,602,168,396,138,359,121,354,127,0.0,0.0
0.0,0.0,490094,0,0,0,0,0,3,0.0,0.0,0,Tim,0.0,226,False,Foot injury - Unknown return date,2024-10-17T14:00:07.887629Z,45,490094.jpg,1.3,Iroegbunam,0.6,False,,i,8,11,8,187631,2,163742,287,0.0,1.8,Iroegbunam,241.0,381,0,0,0,13,0,0,0,2,0,0,0,29,47.0,27.1,29.0,10.4,4,0.21,0.08,0.29,8.36,304,143,276,162,239,135,307,153,,,,,,,0.05,0.0,0.02,0.07,1.97,3.07,419,250,544,214,328,158,246,81,0.94,0.0
,,222627,0,0,0,0,0,1,0.0,0.0,0,João,0.0,227,False,,,40,222627.jpg,0.0,Neves Virgínia,0.4,False,,a,8,11,0,12741,12,34755,35,0.0,0.0,J.Virginia,173.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,475,45,459,26,420,17,478,45,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,615,55,406,37,482,45,281,42,0.0,0.0
100.0,100.0,106611,0,0,3,-3,1,2,0.8,0.8,0,Michael,0.8,228,False,,2024-09-19T14:30:05.611115Z,43,106611.jpg,3.6,Keane,10.6,False,,a,8,11,32,1299918,819,424853,7576,0.2,7.4,Keane,241.0,810,2,0,2,16,0,0,0,4,0,0,3,89,221.6,22.9,84.0,33.0,9,0.43,0.02,0.45,14.16,65,20,291,91,129,17,141,37,,,,,,,0.05,0.0,0.0,0.05,1.57,1.78,539,123,267,87,67,11,40,15,1.0,0.22
0.0,0.0,115382,0,0,-1,1,0,4,0.0,0.0,0,Neal,0.0,229,False,Transferred to Marseille,2024-08-31T06:13:30.372925Z,49,115382.jpg,0.0,Maupay,0.3,False,,u,8,11,0,20402,0,156899,47,0.0,0.0,Maupay,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,636,59,632,58,624,59,637,59,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,250,55,610,59,639,61,305,47,0.0,0.0
100.0,75.0,433154,0,0,2,-2,2,3,1.8,1.4,3,Dwight,1.8,230,False,,2024-11-07T23:00:07.825990Z,57,433154.jpg,4.9,McNeil,7.2,False,,a,8,11,54,1653163,687,1014030,8355,0.3,9.5,McNeil,241.0,977,3,3,3,17,0,0,0,1,0,0,6,251,257.0,434.4,148.0,84.0,11,0.80,3.63,4.42,16.14,38,10,2,2,74,46,10,8,1.0,,,,,,0.07,0.0,0.33,0.4,1.49,1.57,96,60,195,89,20,9,60,16,1.01,0.28
100.0,100.0,224967,0,0,-2,2,0,2,4.0,4.0,6,Vitalii,4.0,231,False,,2024-10-07T00:30:07.641913Z,43,224967.jpg,2.8,Mykolenko,4.2,False,,a,8,11,28,282398,1605,720000,466,0.9,6.5,Mykolenko,225.0,835,0,0,3,13,0,0,0,0,0,0,1,104,110.8,86.9,22.0,22.1,10,0.25,0.40,0.65,12.56,198,79,154,35,259,76,221,66,,,,,,,0.03,0.0,0.04,0.07,1.35,1.4,555,137,31,6,142,41,80,29,1.08,0.32
100.0,100.0,440993,0,0,-1,1,0,4,2.0,2.0,2,Iliman,2.0,232,False,,2024-11-07T23:00:07.842947Z,54,440993.jpg,2.9,Ndiaye,1.0,False,,a,8,11,35,203342,130,127838,1623,0.4,6.5,Ndiaye,189.0,893,2,0,6,9,0,0,0,1,0,0,6,182,195.4,100.4,174.0,47.2,10,1.04,0.67,1.71,11.78,86,14,138,12,54,19,70,16,,,,,,,0.1,0.0,0.07,0.17,1.19,0.91,141,41,167,25,136,22,205,36,1.01,0.6
100.0,100.0,243571,0,0,-1,1,0,2,0.0,0.0,0,Nathan,0.0,234,False,,2024-08-12T14:30:04.567805Z,44,243571.jpg,0.0,Patterson,0.0,False,,a,8,11,0,833,8,2095,5,0.0,0.0,Patterson,243.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,543,211,539,210,515,205,546,211,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,511,112,500,206,551,209,612,205,0.0,0.0
,,111234,0,0,-1,1,2,1,5.2,5.2,6,Jordan,5.2,235,False,,,49,111234.jpg,4.3,Pickford,10.4,False,,a,8,11,52,475652,1609,979120,1238,1.1,10.6,Pickford,241.0,1080,0,0,4,17,0,1,0,1,0,33,6,166,283.4,0.2,0.0,28.3,12,0.00,0.07,0.07,17.02,24,10,421,8,623,63,185,10,,,,,,,0.0,2.75,0.01,0.01,1.42,1.42,248,10,15,1,34,5,41,7,1.0,0.33
100.0,100.0,17761,0,0,-2,2,1,2,4.0,4.0,6,James,4.0,236,False,,2024-09-18T22:30:07.010253Z,48,17761.jpg,3.0,Tarkowski,1.6,False,,a,8,11,36,114725,589,171467,333,0.8,7.5,Tarkowski,241.0,1080,0,0,4,17,0,0,0,3,0,0,4,139,248.2,66.9,93.0,41.0,12,0.71,0.97,1.68,17.02,45,14,180,45,120,16,100,20,,,,,,,0.06,0.0,0.08,0.14,1.42,1.42,290,31,34,9,117,32,163,60,1.0,0.33
0.0,0.0,491012,0,0,-1,1,0,4,0.0,0.0,0,Youssef,0.0,237,False,Lack of match fitness - Unknown return date,2024-08-05T15:00:04.380259Z,49,491012.jpg,0.0,Ramalho Chermiti,0.0,False,,i,8,11,0,1558,1,2139,3,0.0,0.0,Y. Chermiti,173.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,642,61,637,60,632,61,643,61,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,284,58,622,61,644,63,627,73,0.0,0.0
100.0,100.0,18892,0,0,0,0,0,2,4.8,4.8,6,Ashley,4.8,238,False,,2024-08-17T20:00:05.873666Z,45,18892.jpg,4.0,Young,1.3,False,,a,8,11,40,151168,2127,45845,315,1.1,8.9,Young,241.0,875,0,3,4,10,0,0,0,2,1,0,2,164,191.0,174.3,15.0,38.1,10,0.13,1.29,1.42,12.17,92,32,58,10,294,94,111,25,,,1.0,,,,0.01,0.0,0.13,0.14,1.25,1.03,353,53,21,1,49,6,184,70,1.03,0.41
,,463903,0,0,-4,4,0,3,2.2,2.2,3,Jesper,2.2,577,False,,,51,463903.jpg,1.9,Lindstrøm,0.1,False,,a,8,11,15,2272,21,11361,7,0.4,2.9,Lindstrøm,58.0,417,0,0,3,4,0,0,0,0,0,0,0,56,74.0,121.4,108.0,30.3,5,1.10,0.77,1.87,4.62,251,110,112,83,102,66,165,90,2.0,,1.0,,,,0.24,0.0,0.17,0.41,1.0,0.86,182,113,135,58,248,114,489,183,1.08,0.65
,,512462,0,0,-4,4,0,2,0.0,0.0,0,Jake,0.0,582,False,,,46,512462.jpg,0.0,O'Brien,0.2,False,,a,8,11,0,5073,22,25349,26,0.0,0.0,O'Brien,104.0,26,0,0,0,1,0,0,0,1,0,0,0,-2,4.0,0.4,0.0,0.4,0,0.00,0.00,0.00,0.72,422,146,409,144,606,217,437,150,,,,,,,0.0,0.0,0.0,0.0,2.49,3.46,351,51,590,216,631,219,397,144,0.0,0.0
,,609873,0,0,0,0,0,3,0.0,0.0,0,Harrison,0.0,603,False,,,45,609873.jpg,1.0,Armstrong,0.2,False,,a,8,11,1,27687,43,23627,52,0.0,0.2,Armstrong,241.0,1,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.1,2.0,0.2,0,0.00,0.00,0.00,0.00,624,278,425,223,374,204,445,221,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,472,293,589,249,386,186,361,128,0.0,0.0
0.0,0.0,491557,0,0,0,0,0,3,0.0,0.0,0,Jenson,0.0,614,False,Season long loan to Chesterfield,2024-09-01T09:13:11.888586Z,45,491557.jpg,0.0,Metcalfe,0.0,False,,u,8,11,0,777,0,990,1,0.0,0.0,Metcalfe,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,587,248,586,253,567,243,590,251,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,424,253,549,217,595,254,655,291,0.0,0.0
,,40349,0,0,0,0,0,1,0.0,0.0,0,Asmir,0.0,624,False,,,40,40349.jpg,0.0,Begovic,0.3,False,,a,8,11,0,31818,25,11526,22,0.0,0.0,Begovic,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,454,34,437,15,397,6,457,34,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,584,44,383,26,462,34,328,47,0.0,0.0
,,496178,0,0,0,0,0,2,0.0,0.0,0,Roman,0.0,627,False,,,40,496178.jpg,0.0,Dixon,0.1,False,,a,8,11,0,6979,14,4252,15,0.0,0.0,Dixon,241.0,90,0,0,0,4,0,0,0,0,0,0,0,0,15.4,0.3,0.0,1.6,1,0.00,0.00,0.00,2.43,372,132,412,145,445,158,411,138,,,,,,,0.0,0.0,0.0,0.0,2.43,4.0,642,190,431,155,505,173,473,173,1.0,0.0
,,179519,0,0,0,0,0,3,1.8,1.8,1,Orel,1.8,651,False,,,50,179519.jpg,1.6,Mangala,0.0,False,,a,8,11,14,1468,6,1050,4,0.4,2.8,Mangala,21.0,471,0,0,1,4,0,0,0,0,0,0,0,69,51.4,44.8,25.0,12.1,5,0.31,0.47,0.78,5.66,298,139,238,145,252,143,290,142,,,,,,,0.06,0.0,0.09,0.15,1.08,0.76,197,123,183,80,302,141,623,274,0.96,0.19
,,547801,0,0,0,0,0,3,0.0,0.0,0,Callum,0.0,678,False,,,45,547801.jpg,0.0,Bates,0.0,False,,a,8,11,0,92,3,9,1,0.0,0.0,Bates,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,608,268,607,273,589,264,611,271,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,453,280,572,238,616,274,671,304,0.0,0.0
,,200641,0,0,0,0,0,3,1.5,2.0,2,Reiss,2.0,10,False,,,50,200641.jpg,2.2,Nelson,0.1,False,,a,9,54,22,14780,40,11079,63,0.4,4.4,Nelson,241.0,352,1,1,1,7,0,0,0,1,0,0,1,111,100.8,158.6,174.0,43.3,3,0.93,0.66,1.59,4.18,210,84,68,53,53,33,87,53,,,,,,,0.24,0.0,0.17,0.41,1.07,1.79,199,124,161,71,204,88,441,158,0.77,0.26
,,209289,0,0,3,-3,1,3,4.5,5.0,1,Emile,5.0,19,False,,,58,209289.jpg,4.6,Smith Rowe,28.2,False,,a,9,54,55,3261224,7875,1958105,10789,0.9,9.5,Smith Rowe,241.0,853,3,2,5,10,0,0,0,1,0,0,8,214,219.6,217.4,158.0,59.6,11,2.12,1.17,3.29,9.21,68,22,36,31,65,38,43,30,,,,,,,0.22,0.0,0.12,0.34,0.97,1.06,91,57,19,10,25,11,7,4,1.16,0.53
100.0,100.0,174874,0,0,-2,2,0,2,1.7,2.2,0,Joachim,2.2,191,False,,2024-10-19T16:30:06.593477Z,43,174874.jpg,2.2,Andersen,6.9,False,,a,9,54,20,172806,528,1260394,918,0.5,4.7,Andersen,58.0,783,0,0,2,15,0,0,0,1,1,0,3,95,169.0,25.4,56.0,25.1,9,0.25,0.13,0.38,10.52,118,48,282,87,184,40,202,59,,,,,,,0.03,0.0,0.01,0.04,1.21,1.72,548,130,116,33,194,60,63,22,1.03,0.23
